invoice_id,customer_id,issue_date,due_date,invoice_amount,currency,status,invoice_type,channel,created_at
INV-00274,CUST-0060,2025-02-16,2025-03-03,32654.16,USD,open,one_time,online,2025-02-16
INV-00275,CUST-0085,2025-03-16,2025-04-15,27712.27,USD,paid,milestone,offline,2025-03-16
INV-00276,CUST-0028,2025-10-31,2025-12-15,20393.63,USD,open,one_time,online,2025-10-31
INV-00277,CUST-0091,2025-09-17,2025-11-01,49263.71,USD,paid,milestone,offline,2025-09-17
INV-00278,CUST-0065,2025-08-19,2025-09-18,32323.48,USD,open,one_time,offline,2025-08-19
INV-00279,CUST-0056,2025-08-21,2025-10-05,69370.52,USD,paid,recurring,offline,2025-08-21
INV-00280,CUST-0017,2025-02-17,2025-03-04,88101.03,USD,open,recurring,offline,2025-02-17
INV-00281,CUST-0078,2026-01-06,2026-03-07,41848.23,USD,open,one_time,online,2026-01-06
INV-00282,CUST-0024,2025-07-23,2025-08-22,31901.61,USD,paid,one_time,offline,2025-07-23
INV-00283,CUST-0021,2025-09-07,2025-10-22,35482.09,USD,open,recurring,online,2025-09-07
INV-00284,CUST-0038,2025-04-27,2025-05-27,31850.43,USD,open,recurring,online,2025-04-27
INV-00285,CUST-0022,2026-02-07,2026-03-09,61646.31,USD,paid,recurring,online,2026-02-07
INV-00286,CUST-0051,2025-03-24,2025-04-08,5921.39,USD,open,one_time,online,2025-03-24
INV-00287,CUST-0037,2026-01-02,2026-02-16,22760.33,USD,paid,recurring,offline,2026-01-02
INV-00288,CUST-0028,2025-02-19,2025-04-05,25814.04,USD,paid,recurring,offline,2025-02-19
INV-00289,CUST-0022,2026-01-12,2026-02-11,62698.75,USD,open,recurring,offline,2026-01-12
INV-00290,CUST-0097,2025-08-25,2025-10-09,57340.99,USD,paid,recurring,offline,2025-08-25
INV-00291,CUST-0028,2025-08-15,2025-09-29,37490.29,USD,paid,one_time,online,2025-08-15
INV-00292,CUST-0067,2025-08-26,2025-09-25,12398.25,USD,paid,recurring,offline,2025-08-26
INV-00293,CUST-0072,2025-03-07,2025-03-22,10195.01,USD,paid,milestone,offline,2025-03-07
INV-00294,CUST-0064,2025-11-01,2025-12-01,39613.03,USD,open,recurring,online,2025-11-01
INV-00295,CUST-0007,2025-08-28,2025-10-27,20241.38,USD,paid,one_time,offline,2025-08-28
INV-00296,CUST-0063,2026-02-03,2026-02-18,19667.77,USD,open,one_time,online,2026-02-03
INV-00297,CUST-0030,2025-08-19,2025-09-18,17096.31,USD,open,recurring,online,2025-08-19
INV-00298,CUST-0069,2025-07-13,2025-08-12,9240.6,USD,paid,recurring,online,2025-07-13
INV-00299,CUST-0065,2025-04-17,2025-05-17,19157.71,USD,paid,milestone,offline,2025-04-17
INV-00300,CUST-0030,2025-09-15,2025-10-15,61275.74,USD,open,one_time,online,2025-09-15
INV-00301,CUST-0078,2025-04-25,2025-06-24,57811.87,USD,paid,one_time,offline,2025-04-25
INV-00302,CUST-0041,2025-12-05,2026-01-19,22019.81,USD,paid,one_time,offline,2025-12-05
INV-00303,CUST-0092,2025-09-01,2025-10-31,45195.52,USD,open,one_time,offline,2025-09-01
INV-00304,CUST-0049,2025-05-19,2025-07-18,64208.18,USD,open,recurring,offline,2025-05-19
INV-00305,CUST-0098,2026-01-12,2026-02-26,36603.53,USD,open,recurring,online,2026-01-12
INV-00306,CUST-0056,2026-01-23,2026-03-09,69372.53,USD,paid,one_time,offline,2026-01-23
INV-00307,CUST-0060,2025-12-18,2026-01-02,7920.21,USD,paid,one_time,online,2025-12-18
INV-00308,CUST-0077,2026-02-07,2026-02-22,24850.06,USD,paid,recurring,online,2026-02-07
INV-00309,CUST-0053,2025-03-02,2025-05-01,25262.76,USD,paid,one_time,offline,2025-03-02
INV-00310,CUST-0065,2025-08-02,2025-09-01,22071.58,USD,open,one_time,offline,2025-08-02
INV-00311,CUST-0006,2026-01-23,2026-02-22,33928.76,USD,paid,recurring,online,2026-01-23
INV-00312,CUST-0041,2025-12-22,2026-02-05,35589.28,USD,paid,recurring,offline,2025-12-22
INV-00313,CUST-0073,2025-08-07,2025-09-06,30950.45,USD,open,one_time,offline,2025-08-07
INV-00314,CUST-0090,2025-03-20,2025-05-04,18907.33,USD,paid,one_time,online,2025-03-20
INV-00315,CUST-0081,2025-04-17,2025-06-01,24825.61,USD,open,recurring,offline,2025-04-17
INV-00316,CUST-0085,2025-07-08,2025-08-07,15062.96,USD,paid,recurring,online,2025-07-08
INV-00317,CUST-0030,2025-11-19,2025-12-19,30762.28,USD,open,one_time,online,2025-11-19
INV-00318,CUST-0003,2025-06-14,2025-07-29,99158.13,USD,paid,one_time,online,2025-06-14
INV-00319,CUST-0077,2025-11-22,2025-12-07,13267.3,USD,open,milestone,offline,2025-11-22
INV-00320,CUST-0023,2026-01-04,2026-01-19,19371.58,USD,open,one_time,online,2026-01-04
INV-00321,CUST-0024,2026-01-21,2026-02-20,34245.87,USD,open,milestone,online,2026-01-21
INV-00322,CUST-0018,2025-06-02,2025-07-17,67811.87,USD,paid,recurring,offline,2025-06-02
INV-00323,CUST-0059,2025-04-27,2025-06-11,109248.65,USD,paid,one_time,offline,2025-04-27
INV-00324,CUST-0001,2025-06-25,2025-07-25,14071.74,USD,open,milestone,online,2025-06-25
INV-00325,CUST-0085,2025-06-17,2025-07-17,12826.45,USD,paid,recurring,offline,2025-06-17
INV-00326,CUST-0014,2025-08-08,2025-09-22,18234.56,USD,open,recurring,online,2025-08-08
INV-00327,CUST-0087,2025-09-27,2025-11-26,11645.65,USD,paid,recurring,offline,2025-09-27
INV-00328,CUST-0070,2025-12-19,2026-01-03,24576.08,USD,open,milestone,online,2025-12-19
INV-00329,CUST-0085,2025-05-31,2025-06-30,34030.16,USD,open,milestone,offline,2025-05-31
INV-00330,CUST-0013,2025-10-26,2025-12-25,32213.04,USD,paid,recurring,online,2025-10-26
INV-00331,CUST-0013,2025-09-23,2025-11-22,32669.96,USD,paid,recurring,online,2025-09-23
INV-00332,CUST-0007,2025-06-26,2025-08-25,114783.69,USD,open,one_time,offline,2025-06-26
INV-00333,CUST-0085,2025-03-30,2025-04-29,25169.39,USD,paid,one_time,online,2025-03-30
INV-00334,CUST-0100,2025-10-22,2025-11-06,11623.38,USD,open,one_time,offline,2025-10-22
INV-00335,CUST-0037,2025-05-07,2025-06-21,21480.49,USD,open,one_time,online,2025-05-07
INV-00336,CUST-0096,2025-06-21,2025-07-21,16910.82,USD,open,one_time,online,2025-06-21
INV-00337,CUST-0010,2025-02-16,2025-03-03,83264.42,USD,paid,one_time,offline,2025-02-16
INV-00338,CUST-0024,2026-01-15,2026-02-14,49474.06,USD,open,one_time,offline,2026-01-15
INV-00339,CUST-0053,2025-12-02,2026-01-31,26646.42,USD,open,recurring,offline,2025-12-02
INV-00340,CUST-0060,2025-07-18,2025-08-02,19604.85,USD,paid,one_time,online,2025-07-18
INV-00341,CUST-0089,2025-07-01,2025-08-15,40671.91,USD,paid,one_time,online,2025-07-01
INV-00342,CUST-0097,2025-12-19,2026-02-02,108791.65,USD,paid,recurring,online,2025-12-19
INV-00343,CUST-0097,2025-10-24,2025-12-08,133971.84,USD,open,recurring,online,2025-10-24
INV-00344,CUST-0099,2025-11-14,2025-11-29,10069.16,USD,open,one_time,offline,2025-11-14
INV-00345,CUST-0092,2026-01-20,2026-03-21,69699.26,USD,open,recurring,offline,2026-01-20
INV-00346,CUST-0034,2025-09-14,2025-10-29,22795.4,USD,open,recurring,offline,2025-09-14
INV-00347,CUST-0090,2025-06-05,2025-07-20,26680.61,USD,paid,one_time,offline,2025-06-05
INV-00348,CUST-0094,2025-03-08,2025-04-07,24305.61,USD,paid,one_time,online,2025-03-08
INV-00349,CUST-0007,2025-04-26,2025-06-25,118703.28,USD,paid,one_time,offline,2025-04-26
INV-00350,CUST-0054,2025-09-24,2025-11-23,64648.95,USD,open,recurring,offline,2025-09-24
INV-00351,CUST-0031,2025-03-03,2025-05-02,59340.57,USD,open,one_time,online,2025-03-03
INV-00352,CUST-0004,2025-12-10,2025-12-25,29679.12,USD,paid,recurring,offline,2025-12-10
INV-00353,CUST-0030,2025-04-19,2025-05-19,68022.38,USD,open,recurring,offline,2025-04-19
INV-00354,CUST-0076,2025-11-04,2025-12-04,52946.35,USD,open,recurring,online,2025-11-04
INV-00355,CUST-0052,2025-10-03,2025-11-17,38346.64,USD,open,one_time,offline,2025-10-03
INV-00356,CUST-0044,2025-05-13,2025-07-12,31670.99,USD,paid,recurring,online,2025-05-13
INV-00357,CUST-0090,2025-02-20,2025-04-06,23981.21,USD,paid,recurring,online,2025-02-20
INV-00358,CUST-0075,2025-02-17,2025-04-18,39585.84,USD,open,recurring,online,2025-02-17
INV-00359,CUST-0038,2025-07-17,2025-08-16,14159.36,USD,open,recurring,offline,2025-07-17
INV-00360,CUST-0035,2025-08-22,2025-10-06,5242.35,USD,paid,one_time,offline,2025-08-22
INV-00361,CUST-0098,2025-06-01,2025-07-16,13286.99,USD,open,one_time,online,2025-06-01
INV-00362,CUST-0084,2025-06-09,2025-06-24,48697.46,USD,open,recurring,online,2025-06-09
INV-00363,CUST-0044,2025-11-16,2026-01-15,16433.12,USD,open,recurring,offline,2025-11-16
INV-00364,CUST-0064,2026-01-12,2026-02-11,52372.15,USD,paid,recurring,online,2026-01-12
INV-00365,CUST-0071,2025-02-22,2025-03-24,18503.13,USD,open,recurring,online,2025-02-22
INV-00366,CUST-0027,2025-05-30,2025-07-29,30054.48,USD,open,recurring,offline,2025-05-30
INV-00367,CUST-0018,2025-09-18,2025-11-02,26415.82,USD,paid,recurring,offline,2025-09-18
INV-00368,CUST-0070,2026-01-26,2026-02-10,15653.96,USD,open,one_time,offline,2026-01-26
INV-00369,CUST-0049,2025-07-26,2025-09-24,76800.45,USD,paid,one_time,offline,2025-07-26
INV-00370,CUST-0078,2025-07-01,2025-08-30,61179.08,USD,paid,recurring,online,2025-07-01
INV-00371,CUST-0025,2025-09-06,2025-09-21,30982.77,USD,open,one_time,online,2025-09-06
INV-00372,CUST-0080,2025-12-24,2026-01-08,64394.98,USD,open,one_time,offline,2025-12-24
INV-00373,CUST-0010,2025-09-14,2025-09-29,32683.82,USD,open,recurring,online,2025-09-14
INV-00374,CUST-0035,2025-07-30,2025-09-13,29368.78,USD,open,one_time,online,2025-07-30
INV-00375,CUST-0013,2025-12-09,2026-02-07,23843.25,USD,open,one_time,online,2025-12-09
INV-00376,CUST-0047,2025-10-07,2025-11-21,92400.89,USD,paid,one_time,offline,2025-10-07
INV-00377,CUST-0093,2025-03-12,2025-04-11,99195.06,USD,paid,recurring,offline,2025-03-12
INV-00378,CUST-0090,2025-04-05,2025-05-20,24315.3,USD,paid,recurring,online,2025-04-05
INV-00379,CUST-0098,2025-05-15,2025-06-29,16996.13,USD,open,one_time,online,2025-05-15
INV-00380,CUST-0024,2025-08-19,2025-09-18,11265.59,USD,open,milestone,online,2025-08-19
INV-00381,CUST-0080,2026-01-25,2026-02-09,83978.59,USD,open,one_time,offline,2026-01-25
INV-00382,CUST-0081,2025-11-04,2025-12-19,26292.15,USD,paid,one_time,online,2025-11-04
INV-00383,CUST-0058,2025-05-27,2025-06-26,37232.36,USD,open,milestone,online,2025-05-27
INV-00384,CUST-0020,2025-07-31,2025-08-30,35431.39,USD,open,recurring,offline,2025-07-31
INV-00385,CUST-0028,2025-12-24,2026-02-07,45374.58,USD,open,recurring,offline,2025-12-24
INV-00386,CUST-0047,2026-01-23,2026-03-09,69308.11,USD,open,recurring,offline,2026-01-23
INV-00387,CUST-0025,2025-08-30,2025-09-14,26305.55,USD,paid,milestone,offline,2025-08-30
INV-00388,CUST-0019,2025-07-18,2025-08-17,29263.23,USD,open,one_time,online,2025-07-18
INV-00389,CUST-0058,2025-10-18,2025-11-17,39476.53,USD,open,recurring,online,2025-10-18
INV-00390,CUST-0015,2025-10-08,2025-10-23,29916.06,USD,paid,recurring,online,2025-10-08
INV-00391,CUST-0003,2025-11-04,2025-12-19,113968.23,USD,open,one_time,online,2025-11-04
INV-00392,CUST-0056,2025-05-03,2025-06-17,22529.65,USD,open,one_time,offline,2025-05-03
INV-00393,CUST-0051,2026-02-05,2026-02-20,30893.31,USD,open,recurring,offline,2026-02-05
INV-00394,CUST-0021,2025-06-30,2025-08-14,12393.72,USD,open,one_time,online,2025-06-30
INV-00395,CUST-0097,2025-06-09,2025-07-24,59384.23,USD,open,recurring,offline,2025-06-09
INV-00396,CUST-0079,2025-03-05,2025-03-20,20223.39,USD,open,recurring,offline,2025-03-05
INV-00397,CUST-0058,2025-12-23,2026-01-22,56293.33,USD,paid,recurring,online,2025-12-23
INV-00398,CUST-0091,2025-06-07,2025-07-22,18116.37,USD,paid,one_time,offline,2025-06-07
INV-00399,CUST-0055,2025-07-18,2025-08-02,74770.14,USD,paid,recurring,offline,2025-07-18
INV-00400,CUST-0057,2025-07-10,2025-08-09,40070.49,USD,open,recurring,offline,2025-07-10
INV-00401,CUST-0065,2025-10-02,2025-11-01,41560.4,USD,open,milestone,offline,2025-10-02
INV-00402,CUST-0001,2025-04-08,2025-05-08,19845.45,USD,paid,milestone,offline,2025-04-08
INV-00403,CUST-0045,2025-07-09,2025-09-07,115933.22,USD,paid,one_time,offline,2025-07-09
INV-00404,CUST-0051,2025-02-16,2025-03-03,6196.77,USD,open,one_time,offline,2025-02-16
INV-00405,CUST-0076,2026-02-05,2026-03-07,29561.04,USD,open,one_time,online,2026-02-05
INV-00406,CUST-0063,2025-06-01,2025-06-16,19191.45,USD,open,recurring,online,2025-06-01
INV-00407,CUST-0012,2025-07-21,2025-09-04,20926.82,USD,open,one_time,offline,2025-07-21
INV-00408,CUST-0089,2025-03-17,2025-05-01,14974.31,USD,paid,recurring,offline,2025-03-17
INV-00409,CUST-0042,2025-11-24,2026-01-08,77363.86,USD,open,one_time,offline,2025-11-24
INV-00410,CUST-0030,2025-03-20,2025-04-19,50487.72,USD,open,recurring,offline,2025-03-20
INV-00411,CUST-0099,2025-12-24,2026-01-08,35478.2,USD,paid,recurring,online,2025-12-24
INV-00412,CUST-0012,2025-10-23,2025-12-07,62817.19,USD,paid,recurring,online,2025-10-23
INV-00413,CUST-0034,2025-06-30,2025-08-14,65233.72,USD,open,recurring,online,2025-06-30
INV-00414,CUST-0078,2025-04-01,2025-05-31,18345.98,USD,open,recurring,offline,2025-04-01
INV-00415,CUST-0034,2026-01-27,2026-03-13,21943.47,USD,open,recurring,online,2026-01-27
INV-00416,CUST-0090,2025-09-25,2025-11-09,12209.13,USD,open,one_time,offline,2025-09-25
INV-00417,CUST-0091,2025-10-19,2025-12-03,41343.13,USD,paid,recurring,online,2025-10-19
INV-00418,CUST-0089,2025-05-03,2025-06-17,48756.15,USD,open,recurring,offline,2025-05-03
INV-00419,CUST-0052,2025-07-19,2025-09-02,64380.49,USD,open,one_time,online,2025-07-19
INV-00420,CUST-0086,2025-06-16,2025-08-15,68210.0,USD,open,recurring,offline,2025-06-16
INV-00421,CUST-0032,2025-09-21,2025-11-20,25481.8,USD,open,recurring,online,2025-09-21
INV-00422,CUST-0018,2025-12-05,2026-01-19,42921.02,USD,open,one_time,offline,2025-12-05
INV-00423,CUST-0082,2025-09-20,2025-11-04,57344.05,USD,open,recurring,online,2025-09-20
INV-00424,CUST-0057,2025-07-22,2025-08-21,74511.11,USD,open,recurring,online,2025-07-22
INV-00425,CUST-0074,2025-12-19,2026-01-18,30682.16,USD,open,milestone,online,2025-12-19
INV-00426,CUST-0053,2025-11-04,2026-01-03,8908.08,USD,open,one_time,offline,2025-11-04
INV-00427,CUST-0002,2025-07-05,2025-08-04,24290.4,USD,open,recurring,offline,2025-07-05
INV-00428,CUST-0045,2025-07-15,2025-09-13,38488.27,USD,open,recurring,online,2025-07-15
INV-00429,CUST-0053,2025-11-16,2026-01-15,6933.19,USD,paid,recurring,offline,2025-11-16
INV-00430,CUST-0087,2025-03-18,2025-05-17,19089.44,USD,paid,one_time,online,2025-03-18
INV-00431,CUST-0091,2025-04-01,2025-05-16,31886.34,USD,open,milestone,offline,2025-04-01
INV-00432,CUST-0056,2025-02-13,2025-03-30,34318.02,USD,open,recurring,online,2025-02-13
INV-00433,CUST-0057,2026-01-22,2026-02-21,34333.96,USD,paid,one_time,offline,2026-01-22
INV-00434,CUST-0015,2025-06-27,2025-07-12,36041.07,USD,open,milestone,offline,2025-06-27
INV-00435,CUST-0078,2026-01-31,2026-04-01,26836.35,USD,paid,one_time,offline,2026-01-31
INV-00436,CUST-0028,2025-04-25,2025-06-09,35289.6,USD,paid,recurring,offline,2025-04-25
INV-00437,CUST-0064,2025-07-12,2025-08-11,62549.1,USD,open,recurring,online,2025-07-12
INV-00438,CUST-0052,2025-12-26,2026-02-09,75617.6,USD,paid,one_time,offline,2025-12-26
INV-00439,CUST-0024,2025-12-13,2026-01-12,23248.54,USD,open,one_time,offline,2025-12-13
INV-00440,CUST-0022,2025-09-26,2025-10-26,53885.65,USD,paid,one_time,online,2025-09-26
INV-00441,CUST-0092,2026-01-13,2026-03-14,51090.3,USD,open,recurring,online,2026-01-13
INV-00442,CUST-0086,2026-01-24,2026-03-25,76674.83,USD,open,one_time,online,2026-01-24
INV-00443,CUST-0035,2025-07-02,2025-08-16,5611.34,USD,paid,recurring,online,2025-07-02
INV-00444,CUST-0095,2025-05-16,2025-07-15,76259.04,USD,paid,one_time,online,2025-05-16
INV-00445,CUST-0058,2025-11-30,2025-12-30,19246.42,USD,paid,one_time,online,2025-11-30
INV-00446,CUST-0078,2025-07-28,2025-09-26,54418.89,USD,open,one_time,online,2025-07-28
INV-00447,CUST-0084,2025-04-16,2025-05-01,29330.42,USD,paid,recurring,online,2025-04-16
INV-00448,CUST-0064,2025-12-19,2026-01-18,79920.56,USD,open,recurring,offline,2025-12-19
INV-00449,CUST-0045,2025-07-19,2025-09-17,102731.78,USD,open,recurring,online,2025-07-19
INV-00450,CUST-0076,2026-01-29,2026-02-28,29044.05,USD,paid,one_time,offline,2026-01-29
INV-00451,CUST-0039,2025-09-04,2025-09-19,96374.44,USD,open,recurring,offline,2025-09-04
INV-00452,CUST-0082,2025-08-31,2025-10-15,39255.65,USD,open,recurring,offline,2025-08-31
INV-00453,CUST-0078,2025-04-26,2025-06-25,23406.12,USD,open,recurring,online,2025-04-26
INV-00454,CUST-0016,2026-01-22,2026-03-08,13741.23,USD,paid,milestone,online,2026-01-22
INV-00455,CUST-0065,2025-09-29,2025-10-29,13304.33,USD,open,recurring,online,2025-09-29
INV-00456,CUST-0100,2025-09-09,2025-09-24,46339.94,USD,open,recurring,offline,2025-09-09
INV-00457,CUST-0053,2025-06-12,2025-08-11,18867.48,USD,paid,one_time,offline,2025-06-12
INV-00458,CUST-0009,2025-12-21,2026-01-05,10928.62,USD,paid,one_time,online,2025-12-21
INV-00459,CUST-0044,2025-03-02,2025-05-01,9727.71,USD,open,recurring,online,2025-03-02
INV-00460,CUST-0056,2025-07-27,2025-09-10,50290.86,USD,paid,recurring,offline,2025-07-27
INV-00461,CUST-0095,2025-03-07,2025-05-06,68476.18,USD,open,one_time,offline,2025-03-07
INV-00462,CUST-0030,2025-08-01,2025-08-31,41507.77,USD,open,recurring,online,2025-08-01
INV-00463,CUST-0024,2025-04-20,2025-05-20,39145.03,USD,open,recurring,offline,2025-04-20
INV-00464,CUST-0050,2025-10-11,2025-12-10,68197.05,USD,open,recurring,offline,2025-10-11
INV-00465,CUST-0022,2025-08-27,2025-09-26,79709.51,USD,paid,one_time,offline,2025-08-27
INV-00466,CUST-0002,2025-06-07,2025-07-07,10696.3,USD,open,milestone,offline,2025-06-07
INV-00467,CUST-0067,2025-03-02,2025-04-01,12535.69,USD,open,one_time,offline,2025-03-02
INV-00468,CUST-0031,2025-08-10,2025-10-09,37555.9,USD,open,one_time,online,2025-08-10
INV-00469,CUST-0007,2025-08-09,2025-10-08,88139.45,USD,paid,one_time,offline,2025-08-09
INV-00470,CUST-0010,2025-03-23,2025-04-07,64640.1,USD,open,recurring,offline,2025-03-23
INV-00471,CUST-0006,2025-02-22,2025-03-24,39862.29,USD,paid,recurring,offline,2025-02-22
INV-00472,CUST-0056,2025-06-26,2025-08-10,52955.23,USD,paid,recurring,online,2025-06-26
INV-00473,CUST-0098,2025-06-28,2025-08-12,45434.82,USD,open,milestone,online,2025-06-28
INV-00474,CUST-0079,2025-10-19,2025-11-03,71811.63,USD,paid,recurring,offline,2025-10-19
INV-00475,CUST-0004,2025-10-06,2025-10-21,11293.81,USD,open,recurring,online,2025-10-06
INV-00476,CUST-0050,2025-05-20,2025-07-19,56765.88,USD,open,one_time,online,2025-05-20
INV-00477,CUST-0093,2025-12-22,2026-01-21,81720.9,USD,paid,recurring,online,2025-12-22
INV-00478,CUST-0069,2026-01-17,2026-02-16,9491.96,USD,open,one_time,online,2026-01-17
INV-00479,CUST-0014,2025-04-19,2025-06-03,24788.76,USD,paid,recurring,offline,2025-04-19
INV-00480,CUST-0051,2025-12-23,2026-01-07,35452.57,USD,open,one_time,online,2025-12-23
INV-00481,CUST-0033,2025-12-20,2026-02-18,20225.73,USD,open,one_time,offline,2025-12-20
INV-00482,CUST-0036,2025-10-04,2025-10-19,53357.21,USD,open,one_time,online,2025-10-04
INV-00483,CUST-0022,2025-04-01,2025-05-01,83067.74,USD,open,recurring,online,2025-04-01
INV-00484,CUST-0094,2026-01-16,2026-02-15,11125.05,USD,open,one_time,offline,2026-01-16
INV-00485,CUST-0006,2025-08-03,2025-09-02,37476.55,USD,open,recurring,offline,2025-08-03
INV-00486,CUST-0078,2025-09-29,2025-11-28,21060.17,USD,open,one_time,online,2025-09-29
INV-00487,CUST-0065,2025-05-14,2025-06-13,34765.75,USD,paid,one_time,online,2025-05-14
INV-00488,CUST-0060,2026-01-14,2026-01-29,33204.75,USD,open,milestone,offline,2026-01-14
INV-00489,CUST-0080,2025-08-29,2025-09-13,71347.46,USD,paid,one_time,online,2025-08-29
INV-00490,CUST-0072,2025-03-01,2025-03-16,31982.11,USD,open,milestone,offline,2025-03-01
INV-00491,CUST-0056,2025-08-18,2025-10-02,34127.12,USD,paid,recurring,offline,2025-08-18
INV-00492,CUST-0035,2025-02-16,2025-04-02,12434.19,USD,open,recurring,offline,2025-02-16
INV-00493,CUST-0029,2025-06-06,2025-06-21,36743.56,USD,open,one_time,offline,2025-06-06
INV-00494,CUST-0026,2025-12-18,2026-02-01,83135.37,USD,paid,recurring,online,2025-12-18
INV-00495,CUST-0013,2025-03-04,2025-05-03,63320.75,USD,paid,one_time,offline,2025-03-04
INV-00496,CUST-0062,2025-03-17,2025-04-16,31475.36,USD,open,one_time,offline,2025-03-17
INV-00497,CUST-0049,2025-06-20,2025-08-19,31564.51,USD,open,recurring,online,2025-06-20
INV-00498,CUST-0009,2025-10-15,2025-10-30,34138.35,USD,open,one_time,offline,2025-10-15
INV-00499,CUST-0081,2025-10-31,2025-12-15,24339.14,USD,open,one_time,offline,2025-10-31
INV-00500,CUST-0058,2025-07-29,2025-08-28,20437.18,USD,open,one_time,offline,2025-07-29
INV-00501,CUST-0066,2025-11-24,2026-01-23,18845.14,USD,open,one_time,offline,2025-11-24
INV-00502,CUST-0054,2026-02-05,2026-04-06,67483.8,USD,open,recurring,online,2026-02-05
INV-00503,CUST-0027,2025-10-09,2025-12-08,50968.39,USD,paid,milestone,offline,2025-10-09
INV-00504,CUST-0065,2025-02-25,2025-03-27,8332.48,USD,open,milestone,offline,2025-02-25
INV-00505,CUST-0030,2025-06-11,2025-07-11,46943.07,USD,open,one_time,offline,2025-06-11
INV-00506,CUST-0037,2025-12-07,2026-01-21,15088.65,USD,open,one_time,online,2025-12-07
INV-00507,CUST-0057,2025-08-17,2025-09-16,72606.1,USD,paid,recurring,online,2025-08-17
INV-00508,CUST-0066,2025-03-11,2025-05-10,43465.87,USD,paid,one_time,offline,2025-03-11
INV-00509,CUST-0036,2025-02-26,2025-03-13,25288.16,USD,open,recurring,online,2025-02-26
INV-00510,CUST-0098,2025-09-26,2025-11-10,20262.33,USD,paid,recurring,offline,2025-09-26
INV-00511,CUST-0004,2025-11-01,2025-11-16,34311.94,USD,paid,one_time,online,2025-11-01
INV-00512,CUST-0074,2026-01-21,2026-02-20,7722.18,USD,open,one_time,offline,2026-01-21
INV-00513,CUST-0069,2025-05-04,2025-06-03,21409.67,USD,paid,milestone,offline,2025-05-04
INV-00514,CUST-0020,2025-06-25,2025-07-25,34678.54,USD,paid,one_time,offline,2025-06-25
INV-00515,CUST-0084,2025-02-27,2025-03-14,80250.23,USD,paid,recurring,offline,2025-02-27
INV-00516,CUST-0030,2025-03-06,2025-04-05,43979.14,USD,open,one_time,online,2025-03-06
INV-00517,CUST-0011,2025-10-26,2025-11-25,16572.67,USD,open,one_time,online,2025-10-26
INV-00518,CUST-0083,2025-09-14,2025-11-13,115665.54,USD,paid,recurring,online,2025-09-14
INV-00519,CUST-0044,2025-05-22,2025-07-21,19813.42,USD,open,one_time,online,2025-05-22
INV-00520,CUST-0079,2025-10-05,2025-10-20,30727.22,USD,paid,one_time,offline,2025-10-05
INV-00521,CUST-0083,2025-10-09,2025-12-08,135665.12,USD,open,one_time,offline,2025-10-09
INV-00522,CUST-0099,2025-12-24,2026-01-08,12928.56,USD,open,one_time,offline,2025-12-24
INV-00523,CUST-0001,2025-05-16,2025-06-15,11712.98,USD,open,recurring,offline,2025-05-16
INV-00524,CUST-0011,2025-06-11,2025-07-11,26904.11,USD,paid,one_time,offline,2025-06-11
INV-00525,CUST-0072,2025-07-29,2025-08-13,15958.42,USD,open,one_time,online,2025-07-29
INV-00526,CUST-0094,2025-09-28,2025-10-28,26442.79,USD,paid,recurring,offline,2025-09-28
INV-00527,CUST-0061,2025-08-08,2025-08-23,10125.32,USD,open,recurring,online,2025-08-08
INV-00528,CUST-0074,2025-04-27,2025-05-27,30759.19,USD,open,recurring,online,2025-04-27
INV-00529,CUST-0061,2025-08-21,2025-09-05,20500.19,USD,paid,one_time,online,2025-08-21
INV-00530,CUST-0001,2025-08-25,2025-09-24,6350.12,USD,open,milestone,online,2025-08-25
INV-00531,CUST-0079,2025-08-14,2025-08-29,71789.6,USD,open,one_time,offline,2025-08-14
INV-00532,CUST-0013,2025-09-28,2025-11-27,13984.88,USD,open,recurring,online,2025-09-28
INV-00533,CUST-0053,2025-09-28,2025-11-27,12272.66,USD,open,one_time,online,2025-09-28
INV-00534,CUST-0077,2025-09-13,2025-09-28,18845.73,USD,paid,one_time,offline,2025-09-13
INV-00535,CUST-0026,2025-12-28,2026-02-11,82480.92,USD,open,recurring,online,2025-12-28
INV-00536,CUST-0023,2025-12-14,2025-12-29,42196.08,USD,paid,recurring,online,2025-12-14
INV-00537,CUST-0062,2025-03-01,2025-03-31,96919.0,USD,paid,recurring,online,2025-03-01
INV-00538,CUST-0050,2025-03-29,2025-05-28,15010.59,USD,paid,one_time,online,2025-03-29
INV-00539,CUST-0010,2026-01-14,2026-01-29,89335.61,USD,paid,one_time,offline,2026-01-14
INV-00540,CUST-0024,2025-07-09,2025-08-08,9771.8,USD,open,milestone,online,2025-07-09
INV-00541,CUST-0043,2026-01-04,2026-02-03,43572.04,USD,open,one_time,offline,2026-01-04
INV-00542,CUST-0031,2025-07-23,2025-09-21,56181.03,USD,open,one_time,offline,2025-07-23
INV-00543,CUST-0076,2025-08-24,2025-09-23,76806.43,USD,paid,recurring,offline,2025-08-24
INV-00544,CUST-0038,2025-07-27,2025-08-26,13407.43,USD,paid,one_time,offline,2025-07-27
INV-00545,CUST-0028,2025-08-04,2025-09-18,6359.47,USD,paid,one_time,offline,2025-08-04
INV-00546,CUST-0025,2025-08-28,2025-09-12,21531.15,USD,open,recurring,offline,2025-08-28
